"","species_common_name","species","location","recordingDate","method","taskLength","transcriber","speciesIndividualNumber","vocalization","abundance","startTime","tagLength","minFreq","maxFreq","internal_tag_id","Latitude","Longitude","species_id","species_genus","species_name","species_class","species_order","species_family","scientific_name","species_code","category","taxon_order","order","family","report_as"
"992","Red Crossbill","RECR","PortJoli797397"," 2021-06-18 07:38:11","1SPM",180,"Lindsay Colyn",1,"Call","1",0.03,0.5,2575.11,5150.21,3410467,43.8778,-64.8997,804,"Loxia","curvirostra","Aves","Passeriformes","Fringillidae","Loxia curvirostra","redcro","species",31835,"Passeriformes","Fringillidae",NA
"993","Red Crossbill","RECR","PortJoli797397"," 2021-06-18 07:38:11","1SPM",180,"Lindsay Colyn",3,"Song","TMTT",13.71,1.75,2832.62,5922.75,3410469,43.8778,-64.8997,804,"Loxia","curvirostra","Aves","Passeriformes","Fringillidae","Loxia curvirostra","redcro","species",31835,"Passeriformes","Fringillidae",NA
"994","Red Crossbill","RECR","CoffinIsland1901229"," 2022-07-11 07:47:09","1SPM",180,"Sarah Neima",1,"Call","1",69.76,13.22,2369.1,4377.68,3453958,46.0846,-60.6708,804,"Loxia","curvirostra","Aves","Passeriformes","Fringillidae","Loxia curvirostra","redcro","species",31835,"Passeriformes","Fringillidae",NA
"995","Red Crossbill","RECR","PortJoli797397"," 2021-06-18 07:38:11","1SPM",180,"Lindsay Colyn",2,"Call","1",8.46,0.27,2369.1,5768.24,3410468,43.8778,-64.8997,804,"Loxia","curvirostra","Aves","Passeriformes","Fringillidae","Loxia curvirostra","redcro","species",31835,"Passeriformes","Fringillidae",NA
"996","Red Squirrel","RESQ","OwlsHead3879193"," 2021-07-08 08:05:15","1SPM",180,"Lindsay Colyn",1,"Song","1",99.06,7.15,1339.06,11948.5,3409528,44.7388,-62.8343,2686,"Tamiasciurus","hudsonicus","Mammalia","Rodentia","Sciuridae",NA,NA,NA,NA,NA,NA,NA
"997","Red Squirrel","RESQ","PortJoli797397"," 2021-06-18 05:38:11","1SPM",180,"Sarah Neima",1,"Call","1",133.9,4.66,51.5,11948.5,3402742,43.8778,-64.8997,2686,"Tamiasciurus","hudsonicus","Mammalia","Rodentia","Sciuridae",NA,NA,NA,NA,NA,NA,NA
"998","Red Squirrel","RESQ","OwlsHead3879193"," 2021-07-08 18:05:15","1SPM",180,"Sarah Neima",1,"Call","1",133.61,0.97,51.5,11948.5,3400401,44.7388,-62.8343,2686,"Tamiasciurus","hudsonicus","Mammalia","Rodentia","Sciuridae",NA,NA,NA,NA,NA,NA,NA
"999","Red Squirrel","RESQ","OwlsHead3879193"," 2021-07-08 08:05:15","1SPM",180,"Lindsay Colyn",1,"Call","1",9.81,7.99,1545.06,11484.98,3409504,44.7388,-62.8343,2686,"Tamiasciurus","hudsonicus","Mammalia","Rodentia","Sciuridae",NA,NA,NA,NA,NA,NA,NA
"1000","Red Squirrel","RESQ","PortJoli797397"," 2021-06-23 07:09:08","1SPM",180,"Lindsay Colyn",1,"Song","1",131.94,3.97,309.01,11845.49,3407243,43.8778,-64.8997,2686,"Tamiasciurus","hudsonicus","Mammalia","Rodentia","Sciuridae",NA,NA,NA,NA,NA,NA,NA
"1001","Red Squirrel","RESQ","OwlsHead3879193"," 2021-06-19 07:26:33","1SPM",180,"Sarah Neima",1,"Call","1",26.61,6.12,2317.6,11948.5,3399844,44.7388,-62.8343,2686,"Tamiasciurus","hudsonicus","Mammalia","Rodentia","Sciuridae",NA,NA,NA,NA,NA,NA,NA
"1002","Ring-necked Pheasant","RNEP","WolfesIsland2439985"," 2022-06-03 05:18:59","1SPM",180,"Lindsay Colyn",1,"Call","1",171.59,0.71,309.01,11845.49,3410847,44.72786,-62.7587,805,"Phasianus","colchicus","Aves","Galliformes","Phasianidae","Phasianus colchicus","rinphe1","species",1404,"Galliformes","Phasianidae",NA
"1003","Ruby-crowned Kinglet","RCKI","HogIsland2019511"," 2022-06-22 07:18:43","1SPM",180,"Lindsay Colyn",1,"Song","1",105.59,1.54,2060.09,6695.28,3409547,45.22926,-63.7443,2783,"Corthylio","calendula","Aves","Passeriformes","Regulidae","Corthylio calendula","ruckin","species",26270,"Passeriformes","Regulidae",NA
"1004","Ruby-crowned Kinglet","RCKI","HogIsland2019511"," 2022-06-22 07:18:43","1SPM",180,"Lindsay Colyn",1,"Song","1",120,1.01,1339.06,6077.25,3409561,45.22926,-63.7443,2783,"Corthylio","calendula","Aves","Passeriformes","Regulidae","Corthylio calendula","ruckin","species",26270,"Passeriformes","Regulidae",NA
"1005","Song Sparrow","SOSP","CountryIsland11328967"," 2022-07-04 07:55:49","1SPM",180,"Lindsay Colyn",3,"Song","1",75.68,2.11,2008.58,7467.81,3463000,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1006","Song Sparrow","SOSP","WolfesIsland698161"," 2022-06-14 17:56:06","1SPM",180,"Lindsay Colyn",1,"Song","1",2.65,2.4,1854.08,6798.28,3440910,44.72786,-62.7587,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1007","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-24 10:14:07","1SPM",180,"Sarah Neima",3,"Song","1",60.04,1.54,2111.59,8240.34,3409581,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1008","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-05 07:44:43","1SPM",180,"Lindsay Colyn",2,"Song","1",80.18,2.2,1287.55,7982.83,3454625,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1009","Song Sparrow","SOSP","WolfesIsland2439985"," 2022-06-08 08:27:06","1SPM",180,"Lindsay Colyn",1,"Song","1",46.16,2.12,1236.05,9167.38,3410816,44.72786,-62.7587,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1010","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-24 10:14:07","1SPM",180,"Sarah Neima",2,"Song","1",5.6,2.59,1905.58,7931.33,3409568,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1011","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-11 08:43:08","1SPM",180,"Sarah Neima",1,"Song","1",60.03,1.06,1648.07,11072.96,3453965,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1012","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-06 07:51:33","1SPM",180,"Sarah Neima",1,"Song","1",68.21,2.27,2832.62,8188.84,3463024,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1013","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-29 09:23:01","1SPM",180,"Sarah Neima",1,"Song","1",0.69,3.39,2214.59,10660.94,3463081,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1014","Song Sparrow","SOSP","CountryIsland11328967"," 2022-07-02 04:54:36","1SPM",180,"Sarah Neima",1,"Song","1",1.53,1.57,1442.06,6849.79,3463048,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1015","Song Sparrow","SOSP","CountryIsland11328967"," 2022-07-04 07:55:49","1SPM",180,"Lindsay Colyn",2,"Song","1",47.89,2.97,1957.08,11948.5,3462991,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1016","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-29 09:23:01","1SPM",180,"Sarah Neima",1,"Song","1",120.01,1.5,2626.61,7982.83,3463098,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1017","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-15 12:49:46","1SPM",180,"Lindsay Colyn",2,"Song","1",62.83,3.23,2214.59,7158.8,3462968,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1018","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-24 10:14:07","1SPM",180,"Sarah Neima",3,"Song","1",10.35,2.35,2214.59,8085.84,3409572,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1019","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-04 09:52:22","1SPM",180,"Sarah Neima",1,"Song","1",123.49,2.92,2884.12,9064.38,3462868,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1020","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-04 20:19:31","1SPM",180,"Lindsay Colyn",1,"Song","1",61.63,2.11,3399.14,7364.81,3462816,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1021","Song Sparrow","SOSP","HogIsland2019511"," 2022-06-20 09:18:19","1SPM",180,"Lindsay Colyn",1,"Song","1",4.84,2.74,1905.58,7107.3,3399739,45.22926,-63.7443,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1022","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-24 10:14:07","1SPM",180,"Sarah Neima",1,"Song","1",64.58,2.62,2369.1,8961.37,3409588,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1023","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-05 07:44:43","1SPM",180,"Lindsay Colyn",1,"Song","1",63.74,2.4,2060.09,11948.5,3454622,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1024","Song Sparrow","SOSP","WolfesIsland2439985"," 2022-06-12 19:56:15","1SPM",180,"Sarah Neima",2,"Song","1",158.4,2.13,2729.61,7828.33,3404876,44.72786,-62.7587,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1025","Song Sparrow","SOSP","WolfesIsland2439985"," 2022-06-08 07:57:06","1SPM",180,"Sarah Neima",1,"Song","1",120.48,2.48,2317.6,11948.5,3404891,44.72786,-62.7587,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1026","Song Sparrow","SOSP","HogIsland2019511"," 2022-06-23 06:18:59","1SPM",180,"Sarah Neima",1,"Song","1",63.33,2.55,1081.55,11948.5,3398759,45.22926,-63.7443,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1027","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-11 08:43:08","1SPM",180,"Sarah Neima",3,"Song","1",61.59,3.31,1854.08,8806.87,3453969,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1028","Song Sparrow","SOSP","CountryIsland11328967"," 2022-07-04 07:55:49","1SPM",180,"Lindsay Colyn",3,"Song","1",125.31,2.78,4738.2,8806.87,3463005,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1029","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-15 12:49:46","1SPM",180,"Lindsay Colyn",2,"Song","1",120.33,2.33,2729.61,6540.77,3462977,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1030","Song Sparrow","SOSP","CountryIsland11328967"," 2022-07-02 04:54:36","1SPM",180,"Sarah Neima",2,"Song","1",63.16,3.45,1905.58,7467.81,3463056,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1031","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-24 07:14:07","1SPM",180,"Lindsay Colyn",1,"Song","1",31.33,1.3,5201.72,8858.37,3454739,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1032","Song Sparrow","SOSP","PortJoli797397"," 2021-06-18 05:38:11","1SPM",180,"Sarah Neima",1,"Song","1",150.24,1.89,1493.56,4068.67,3410466,43.8778,-64.8997,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1033","Song Sparrow","SOSP","WolfesIsland2439985"," 2022-06-12 19:56:15","1SPM",180,"Sarah Neima",2,"Song","1",66.86,2.75,1184.55,11433.48,3404872,44.72786,-62.7587,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1034","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-29 09:23:01","1SPM",180,"Sarah Neima",2,"Song","1",9.73,2.13,2472.1,11897,3463085,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1035","Song Sparrow","SOSP","WolfesIsland2439985"," 2022-06-08 08:27:06","1SPM",180,"Lindsay Colyn",1,"Song","1",63.71,2.24,1133.05,9836.91,3410817,44.72786,-62.7587,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1036","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-05 07:44:43","1SPM",180,"Lindsay Colyn",1,"Song","1",3.05,2.56,1390.56,10866.95,3454617,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1037","Song Sparrow","SOSP","CountryIsland11328967"," 2022-07-04 07:55:49","1SPM",180,"Lindsay Colyn",2,"Song","1",60.06,0.44,2060.09,11433.48,3462993,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1038","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-15 12:49:46","1SPM",180,"Lindsay Colyn",1,"Song","1",62.4,2.41,2214.59,8755.36,3462965,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1039","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-07 18:14:03","1SPM",180,"Sarah Neima",1,"Song","1",132.19,1.46,3244.64,6746.78,3410353,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1040","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-24 07:14:07","1SPM",180,"Lindsay Colyn",2,"Song","1",34.08,2.41,2420.6,9064.38,3454740,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1041","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-11 08:43:08","1SPM",180,"Sarah Neima",3,"Song","1",19.18,3.03,1390.56,8755.36,3453968,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1042","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-11 08:43:08","1SPM",180,"Sarah Neima",2,"Song","1",11.34,2.41,1030.04,9321.89,3453967,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1043","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-15 12:49:46","1SPM",180,"Lindsay Colyn",1,"Song","1",10.25,3.34,2729.61,9218.88,3462845,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1044","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-07 05:11:12","1SPM",180,"Lindsay Colyn",1,"Song","1",128.66,1.87,2678.11,7107.3,3462955,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1045","Song Sparrow","SOSP","WolfesIsland2439985"," 2022-06-08 07:57:06","1SPM",180,"Sarah Neima",1,"Song","1",64.35,2.83,2111.59,11948.5,3404885,44.72786,-62.7587,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1046","Song Sparrow","SOSP","CountryIsland11328967"," 2022-07-04 07:55:49","1SPM",180,"Lindsay Colyn",3,"Song","1",56.26,2.05,2163.09,8188.84,3462992,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1047","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-07 18:14:03","1SPM",180,"Sarah Neima",2,"Song","1",148.79,1.82,2060.09,6849.79,3410354,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1048","Song Sparrow","SOSP","CountryIsland11328967"," 2022-07-02 04:54:36","1SPM",180,"Sarah Neima",2,"Song","1",122.36,3.18,1699.57,9939.91,3463068,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1049","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-07 05:11:12","1SPM",180,"Lindsay Colyn",1,"Song","1",60.01,1.55,2060.09,7982.83,3462933,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1050","Song Sparrow","SOSP","HogIsland2019511"," 2022-06-23 06:18:59","1SPM",180,"Sarah Neima",1,"Song","1",10.18,2.7,1545.06,11948.5,3398723,45.22926,-63.7443,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1051","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-24 07:14:07","1SPM",180,"Lindsay Colyn",1,"Song","1",63.68,2.52,1390.56,7004.29,3454742,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1052","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-06 07:51:33","1SPM",180,"Sarah Neima",1,"Song","1",16.6,2.88,2575.11,7313.3,3463014,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1053","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-05 07:44:43","1SPM",180,"Lindsay Colyn",1,"Song","1",130.21,2.25,1802.58,7931.33,3454704,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1054","Song Sparrow","SOSP","BigFishIsland10789698"," 2022-06-09 10:43:31","1SPM",180,"Lindsay Colyn",1,"Song","1",114.7,1.8,3759.66,8188.84,3454766,44.2544,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1055","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-04 20:19:31","1SPM",180,"Lindsay Colyn",1,"Song","1",125.13,2.27,3965.67,7519.31,3462824,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1056","Song Sparrow","SOSP","WolfesIsland2439985"," 2022-06-08 07:57:06","1SPM",180,"Sarah Neima",1,"Song","1",18.53,2.62,1545.06,8755.36,3404881,44.72786,-62.7587,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1057","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-15 12:49:46","1SPM",180,"Lindsay Colyn",2,"Song","1",16.68,2.47,2214.59,8240.34,3462962,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1058","Song Sparrow","SOSP","CountryIsland11328967"," 2022-07-04 07:55:49","1SPM",180,"Lindsay Colyn",1,"Song","1",120.73,2.38,2472.1,8755.36,3463002,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1059","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-11 08:43:08","1SPM",180,"Sarah Neima",1,"Song","1",1.68,2.7,1699.57,8755.36,3451311,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1060","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-06 05:44:22","1SPM",180,"Lindsay Colyn",1,"Song","1",21.36,2.08,3141.63,7982.83,3454532,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1061","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-24 10:14:07","1SPM",180,"Sarah Neima",2,"Song","1",62.09,2.46,2266.09,7982.83,3409590,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1062","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-07 05:11:12","1SPM",180,"Lindsay Colyn",1,"Song","1",1.39,2.07,2214.59,7467.81,3462916,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1063","Song Sparrow","SOSP","WolfesIsland2439985"," 2022-06-08 08:27:06","1SPM",180,"Lindsay Colyn",1,"Song","1",124.08,2.23,2111.59,8549.36,3410823,44.72786,-62.7587,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1064","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-15 12:49:46","1SPM",180,"Lindsay Colyn",1,"Song","1",123.78,2.98,2987.12,6849.79,3462979,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1065","Song Sparrow","SOSP","CountryIsland11328967"," 2022-07-02 04:54:36","1SPM",180,"Sarah Neima",2,"Song","1",6.65,3.58,1493.56,7364.81,3463049,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1066","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-07 05:11:12","1SPM",180,"Lindsay Colyn",2,"Song","1",34.05,1.93,2523.61,7261.8,3462927,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1067","Song Sparrow","SOSP","CountryIsland11328967"," 2022-06-04 09:52:22","1SPM",180,"Sarah Neima",2,"Song","1",132.34,2.15,3296.14,8600.86,3462867,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1068","Song Sparrow","SOSP","BigFishIsland10292034"," 2022-06-07 18:14:03","1SPM",180,"Sarah Neima",1,"Song","1",0.14,1.76,4532.19,6025.75,3410347,43.7042,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1069","Song Sparrow","SOSP","CountryIsland11328967"," 2022-07-04 07:55:49","1SPM",180,"Lindsay Colyn",1,"Song","1",3.39,2.05,1854.08,6695.28,3462987,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1070","Song Sparrow","SOSP","CountryIsland11328967"," 2022-07-04 07:55:49","1SPM",180,"Lindsay Colyn",1,"Song","1",65.63,1.71,2472.1,8240.34,3462996,45.1017,-61.5427,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1071","Song Sparrow","SOSP","WolfesIsland2439985"," 2022-06-24 05:27:18","1SPM",180,"Sarah Neima",1,"Song","1",157.55,3.06,1596.57,8652.36,3405053,44.72786,-62.7587,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
"1072","Song Sparrow","SOSP","BigFishIsland10789698"," 2022-06-09 10:43:31","1SPM",180,"Lindsay Colyn",1,"Song","1",164.05,2.34,3296.14,7828.33,3454771,44.2544,-65.951,2828,"Melospiza","melodia","Aves","Passeriformes
","Passerellidae
","Melospiza melodia","sonspa","species",32601,"Passeriformes","Passerellidae",NA
